Message ID,Date,Text,URL,civilian_deaths,targeting_civilians,blocking_aid,destroying_homes,targeting_facilities,forced_displacement,systematic_violence,is_official_speech,is_genocidal,explanation,error
232745,2025-05-16 11:12:28,"حماس: العدو يستخدم سياسة الأرض المحروقة بغزة في محاولة يائسة لفرض معادلات الاستسلام على شعبنا الصامد

حماس: مجازر الاحتلال المتصاعدة بحق المدنيين تجسد إصرار حكومة نتنياهو على المضي بتنفيذ جريمة الإبادة الجماعية

حماس: شعبنا يواجه إبادة جماعية أمام العالم في ظل غياب تام لأي تحرك دولي فعال

 حماس: صمت العالم على الإبادة الجماعية التي يواجهها شعبنا يعكس فشلا سياسيا وأخلاقيا وإنسانيا غير مسبوق

 حماس: نطالب الدول العربية والإسلامية بالضغط لوقف المجازر وفرض إدخال المساعدات الإنسانية إلى قطاع غزة",https://t.me/muthanapress84/232745,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232744,2025-05-16 10:33:26,"ترمب: أمور جيدة كثيرة ستحدث بشأن غزة خلال الشهر المقبل

علينا مساعدة الفلسطينيين وكثيرون يتضورون جوعا في غزة",https://t.me/muthanapress84/232744,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232743,2025-05-16 10:25:27,"شهداء جراء الغارات الجوية الإسرائيلية الاخيرة في محافظة خانيونس: 
1_أحمد بشير كمال الاغا
2_عبدالله عدنان كمال الأغا 
3_محمد حافظ نايف الأغا 
4_وائل سلامة ابو خاطر 
5_محمد نضال محمد منصور 
6_محمد سليمان زعرب 
7_كريم عطية عبدالله العمور
8_احمد عطية عبدالله العمور
9_روزان عبد القادر عبد الرحمن حماد
10_محمد حاتم مصطفي عوض
11_هاني محمد عبد السلام اليازوري
12_عبد الله سامي خليل اليازوري
13_مصعب ابراهيم خليل بركة
14_هاني اسماعيل خميس النجار
15_يحيى عوني يحيى العبادلة 
16_علي إياد محمد مصبح 
17_محمود بشير عبد أبو أمونة 
18_كامل محمد كامل فياض 
مع العلم هناك مفقودين وشهداء تحت أنقاض منازلهم يصعب الوصول إليها جراء قصف إسرائيلي مستمر فضلا عن تطورات الأوضاع الميدانية .",https://t.me/muthanapress84/232743,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232742,2025-05-16 10:19:27,"مراسل صحيفة الحدث بغزة: 
بسبب الخوف والقصف الذي يضرب مناطق واسعة من احياء بلدة القرارة شمال محافظة خانيونس،  تعجز الطواقم الطبية من الوصول لانتشال أعداد من المفقودين في منازل سكنية تعرضت للقصف ومنها عائلة شراب ، عائلة الأغا ، عائلة اليازوري.

إلى جانب المناطق المحيطة بالمستشفى الاوربي من جهة الغرب والشرق والتي تعيش نفس ملامح الخطر حيث تتوالى المناشدات من أقارب عائلة الافغاني في منطقة الضابطة الجمركية جنوب خانيونس حيث تعرض المنزل للقصف قبل أيام وتعجز الطواقم من الوصول بسبب تعرضها أيضا للقصف في ظل حديث يدور عن مصابين ينزفون منذ أيام .",https://t.me/muthanapress84/232742,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232741,2025-05-16 10:13:27,الشهيد هو محمود بشير أبو أمونة,https://t.me/muthanapress84/232741,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232740,2025-05-16 10:08:52,الدفاع المدني: طواقمنا تتمكن من إنتشال شهيد من منزل أل أبو أمونة المستهدف سابقا شرق الاوروبي شرق محافظة خانيونس,https://t.me/muthanapress84/232740,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232739,2025-05-16 09:43:03,اطلاق نار من المروحي في عبسان الكبيرة شرق خانيونس,https://t.me/muthanapress84/232739,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232738,2025-05-16 09:38:10,مراسل صحيفة الحدث بغزة: استشهاد علي إياد محمد مصبح وإصابة عدد اخر جراء الغارة الاخيرة,https://t.me/muthanapress84/232738,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232737,2025-05-16 09:35:25,وصول عدد من الإصابات لمستشفى ناصر الطبي جراء غارة استهدفت مواطنين في عبسان الكبيرة شرق خانيونس,https://t.me/muthanapress84/232737,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232736,2025-05-16 09:01:23,"سرايا القدس: مشاهد من سيطرة مجاهدينا على طائرة صهيونية من نوع ""Evo Max"" مزودة بقنبلة قبل تنفيذها إحدى المهام الهجومية في سماء مدينة خانيونس.",https://t.me/muthanapress84/232736,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232735,2025-05-16 08:53:27,هآرتس عن غيورا عنبر العميد بالاحتياط في جيش الاحتلال الإسرائيلي: ما نفعله بغزة جنون وكل عملية تعرض المخطوفين للخطر,https://t.me/muthanapress84/232735,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232734,2025-05-16 08:33:31,تحديث: 72 شهيدا في غارات إسرائيلية على قطاع غزة منذ فجر اليوم,https://t.me/muthanapress84/232734,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232733,2025-05-16 08:29:05,محدث : منظمة الصحة في قطاع غزة: 250 شهيدا في يومين.,https://t.me/muthanapress84/232733,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232732,2025-05-16 08:27:55,"معاريف نقلا عن قائد لواء القدس في جيش الاحتلال الإسرائيلي: القتال في حي الشجاعية كان ضاريا ودفعنا ثمنا باهظا هناك

معاريف نقلا عن قائد لواء القدس في جيش الاحتلال الإسرائيلي: رصدنا تغيرا بطريقة قتال حماس وامتلاك عناصرها كميات سلاح كبيرة

 معاريف نقلا عن قائد لواء القدس في جيش الاحتلال الإسرائيلي: مقاتلو حماس يتعاملون بدهاء ويستدرجون جنودنا ما يتطلب جهدا أكبر",https://t.me/muthanapress84/232732,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232731,2025-05-16 07:58:10,"المدير العام لوزارة الصحة في غزة: القطاع يشهد أبشع مجازر التطهير العرقي ما أسفر عن 250 شهيدا خلال 36 ساعة

- أكثر من 150 مصابا وصلوا إلى مستشفى العودة والمستشفى الإندونيسي

- هناك استهداف ممنهج من الاحتلال للمستشفيات

- الاحتلال يستخدم أسلحة حديثة ومحرمة دوليا في استهداف المنشآت المدنية

- لا بد من تحقيق دولي في نوعية الأسلحة المحرمة التي يستخدمها الاحتلال

- زيادة عدد حالات الأجنة المشوهين كأثر للأسلحة التي يستخدمها الاحتلال

- نواجه نقصا حادا في المستلزمات والكوادر الطبية وتوفير العناية المركزة

 - انعدام الأمن المائي والصرف الصحي يشكل عبئا على الوزارة",https://t.me/muthanapress84/232731,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232730,2025-05-16 07:55:52,متابعه: 63 شهيدا في غارات إسرائيلية على قطاع غزة منذ فجر اليوم 55 منهم شمالي القطاع,https://t.me/muthanapress84/232730,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232729,2025-05-16 04:08:44,"ملخص لاحداث الساعات الاخيرة في محافظة خانيونس: 
 مصابون في قصف إسرائيلي على خيمة تؤوي نازحين في منطقة المواصي غربي مدينة خان يونس جنوبي قطاع غزة.

استشهاد محمد نضال محمد منصور وإصابة إثنين آخرين في قصف خيمة تؤوي نازحين غربي خان يونس جنوبي قطاع غزة.

غارة جوية إسرائيلية على منزل لعائلة اليازوري في بلدة القرارة شمالي مدينة خان يونس جنوبي قطاع غزة وهناك مفقودين .

 غارات جوية إسرائيلية على بلدة خزاعة شرقي خان يونس جنوبي قطاع غزة.

 غارات جوية إسرائيلية على بلدة القرارة شمال شرقي مدينة خان يونس جنوبي قطاع غزة.

 قصف مدفعي وإطلاق نار مكثف من الآليات الإسرائيلية على بلدة القرارة شمال شرقي خان يونس جنوبي قطاع غزة.",https://t.me/muthanapress84/232729,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232728,2025-05-16 04:02:20,100 شهيد ومفقود بعد قصف منازل المواطنين في بيت لاهيا ومخيم جباليا 25شهيد وصلوا المستشفى لكن قرابة 80 تحت الأنقاض,https://t.me/muthanapress84/232728,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232727,2025-05-15 23:33:14,6 شهداء ومصابون في غارة إسرائيلية استهدفت منزل في شارع العجارمة بمخيم جباليا شمال قطاع غزة,https://t.me/muthanapress84/232727,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
232726,2025-05-15 20:54:59,غارات جوية في القرارة وغزة وشمال القطاع,https://t.me/muthanapress84/232726,False,False,False,False,False,False,False,False,False,"Error during classification: Error code: 401 - {'error': {'message': 'No auth credentials found', 'code': 401}}",True
